         CN num,      gen-CN num,      surface CN,  0.1251,  0.1248,  0.0150,  0.0000, -1.0555,  0.0149,  0.0000, -1.0462
   surface curv,  exp neg strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,    surface curv,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
rms CN of NN Ni,          strain,    surface curv,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,    surface curv,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
rms CN of NN Ni,  inverse strain,    surface curv,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP11,      chemSROP12,  0.2795,  0.2741,  0.0043,  0.0000, -0.2903,  0.0050,  0.0000, -0.2807
rms CN of NN Ni,      chemSROP12,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0038,  0.0611, -0.2806
     chemSROP11,      chemSROP12, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP11,      chemSROP22,  0.2795,  0.2741,  0.0043,  0.0000, -0.2903,  0.0050,  0.0000, -0.2807
rms CN of NN Ni,      chemSROP22,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0021,  0.0825, -0.2806
     chemSROP11,      chemSROP22, rms CN of NN Ni,  0.2743,  0.2679,  0.1096,  0.0110, -0.3593,  0.0027,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP11,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0012,  0.1007, -0.3142
rms CN of NN Ni,       gCN-Ni-Ni,      chemSROP11,  0.2728,  0.2675,  0.0112,  0.0000, -0.3297,  0.0112,  0.0099, -0.3200
     chemSROP11,       gCN-Ni-Ni, rms CN of NN Ni,  0.2740,  0.2678,  0.1508,  0.0104, -0.3591,  0.0884,  0.0114, -0.3558
rms CN of NN Ni,      chemSROP11,       gCN-Ni-Pt,  0.2742,  0.2683,  0.0043,  0.0779, -0.3463,  0.0051,  0.0811, -0.3398
rms CN of NN Ni,       gCN-Ni-Pt,      chemSROP11,  0.2706,  0.2646,  0.0095,  0.0386, -0.3605,  0.0097,  0.0521, -0.3536
     chemSROP11,       gCN-Ni-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0342,  0.0106, -0.3593,  0.0320,  0.0115, -0.3558
rms CN of NN Ni,      chemSROP11,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
rms CN of NN Ni,       gCN-Pt-Ni,      chemSROP11,  0.2629,  0.2571,  0.0149,  0.0000, -0.3901,  0.0149,  0.0000, -0.3824
     chemSROP11,       gCN-Pt-Ni, rms CN of NN Ni,  0.2742,  0.2678,  0.0525,  0.0106, -0.3592,  0.0522,  0.0114, -0.3558
rms CN of NN Ni,      chemSROP11,       gCN-Pt-Pt,  0.2489,  0.2466,  0.0113,  0.0816, -0.6474,  0.0105,  0.0778, -0.6228
rms CN of NN Ni,       gCN-Pt-Pt,      chemSROP11,  0.2608,  0.2548,  0.0046,  0.0887, -0.4014,  0.0045,  0.0968, -0.3931
     chemSROP11,       gCN-Pt-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0081,  0.0107, -0.3592,  0.0079,  0.0115, -0.3557
rms CN of NN Ni,      chemSROP11,        gCN-Ni-X,  0.2737,  0.2679,  0.0019,  0.0512, -0.3442,  0.0031,  0.0528, -0.3367
rms CN of NN Ni,        gCN-Ni-X,      chemSROP11,  0.2702,  0.2645,  0.0060,  0.0100, -0.3562,  0.0061,  0.0280, -0.3482
     chemSROP11,        gCN-Ni-X, rms CN of NN Ni,  0.2742,  0.2679,  0.0380,  0.0106, -0.3592,  0.0278,  0.0114, -0.3558
rms CN of NN Ni,      chemSROP11,        gCN-Pt-X,  0.2244,  0.2228,  0.0095,  0.1124, -0.8770,  0.0085,  0.1092, -0.8539
rms CN of NN Ni,        gCN-Pt-X,      chemSROP11,  0.2593,  0.2534,  0.0039,  0.0644, -0.4100,  0.0038,  0.0744, -0.4016
     chemSROP11,        gCN-Pt-X, rms CN of NN Ni,  0.2743,  0.2679,  0.0077,  0.0106, -0.3592,  0.0076,  0.0115, -0.3557
rms CN of NN Ni,      chemSROP11,           CN-Pt,  0.2284,  0.2261,  0.0091,  0.0962, -0.9271,  0.0080,  0.0939, -0.9056
rms CN of NN Ni,           CN-Pt,      chemSROP11,  0.2616,  0.2554,  0.0029,  0.0607, -0.4046,  0.0029,  0.0711, -0.3973
     chemSROP11,           CN-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0058,  0.0106, -0.3592,  0.0064,  0.0115, -0.3557
rms CN of NN Ni,      chemSROP11,  exp neg strain,  0.2739,  0.2677,  0.0029,  0.9673, -1.2509,  0.0042,  1.0470, -1.3192
rms CN of NN Ni,  exp neg strain,      chemSROP11,  0.2734,  0.2669,  0.0114,  0.0428, -0.3643,  0.0123,  0.0576, -0.3606
     chemSROP11,  exp neg strain, rms CN of NN Ni,  0.2743,  0.2678,  0.0436,  0.0106, -0.3592,  0.0594,  0.0115, -0.3556
rms CN of NN Ni,      chemSROP11,          strain,  0.2795,  0.2741,  0.0043,  0.0000, -0.2903,  0.0050,  0.0000, -0.2807
rms CN of NN Ni,          strain,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0000,  0.0585, -0.2806
     chemSROP11,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.5435,  0.0107, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP11,  inverse strain,  0.2795,  0.2741,  0.0043,  0.0000, -0.2903,  0.0050,  0.0000, -0.2807
rms CN of NN Ni,  inverse strain,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0000,  0.0584, -0.2806
     chemSROP11,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0030,  0.0000, -0.2809
rms CN of NN Ni,      chemSROP22,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP12,      chemSROP22, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,       gCN-Ni-Ni,  0.2749,  0.2693,  0.0022,  0.0996, -0.3237,  0.0096,  0.1035, -0.3152
rms CN of NN Ni,       gCN-Ni-Ni,      chemSROP12,  0.2728,  0.2674,  0.0112,  0.0065, -0.3300,  0.0114,  0.0440, -0.3214
     chemSROP12,       gCN-Ni-Ni, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0188,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,       gCN-Ni-Pt,  0.2743,  0.2683,  0.0000,  0.0779, -0.3464,  0.0039,  0.0812, -0.3400
rms CN of NN Ni,       gCN-Ni-Pt,      chemSROP12,  0.2707,  0.2646,  0.0095,  0.0004, -0.3607,  0.0098,  0.0384, -0.3552
     chemSROP12,       gCN-Ni-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0147,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,       gCN-Pt-Ni,  0.2595,  0.2535,  0.0055,  0.2195, -0.4754,  0.0134,  0.2191, -0.4673
rms CN of NN Ni,       gCN-Pt-Ni,      chemSROP12,  0.2628,  0.2568,  0.0152,  0.0582, -0.3927,  0.0153,  0.0939, -0.3860
     chemSROP12,       gCN-Pt-Ni, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0095,  0.0115, -0.3560
rms CN of NN Ni,      chemSROP12,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
rms CN of NN Ni,       gCN-Pt-Pt,      chemSROP12,  0.2611,  0.2551,  0.0046,  0.0017, -0.4011,  0.0045,  0.0282, -0.3935
     chemSROP12,       gCN-Pt-Pt, rms CN of NN Ni,  0.2743,  0.2678,  0.0108,  0.0109, -0.3623,  0.0159,  0.0118, -0.3595
rms CN of NN Ni,      chemSROP12,        gCN-Ni-X,  0.2737,  0.2678,  0.0000,  0.0513, -0.3444,  0.0070,  0.0534, -0.3375
rms CN of NN Ni,        gCN-Ni-X,      chemSROP12,  0.2702,  0.2644,  0.0061,  0.0155, -0.3569,  0.0062,  0.0533, -0.3504
     chemSROP12,        gCN-Ni-X, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0090,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
rms CN of NN Ni,        gCN-Pt-X,      chemSROP12,  0.2595,  0.2535,  0.0039,  0.0231, -0.4109,  0.0039,  0.0504, -0.4033
     chemSROP12,        gCN-Pt-X, rms CN of NN Ni,  0.2743,  0.2678,  0.0074,  0.0108, -0.3614,  0.0125,  0.0117, -0.3588
rms CN of NN Ni,      chemSROP12,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
rms CN of NN Ni,           CN-Pt,      chemSROP12,  0.2617,  0.2555,  0.0029,  0.0187, -0.4054,  0.0029,  0.0483, -0.3989
     chemSROP12,           CN-Pt, rms CN of NN Ni,  0.2743,  0.2678,  0.0047,  0.0108, -0.3610,  0.0091,  0.0117, -0.3586
rms CN of NN Ni,      chemSROP12,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0047,  1.0515, -1.3238
rms CN of NN Ni,  exp neg strain,      chemSROP12,  0.2734,  0.2669,  0.0115,  0.0001, -0.3646,  0.0124,  0.0382, -0.3624
     chemSROP12,  exp neg strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0347,  0.0116, -0.3572
rms CN of NN Ni,      chemSROP12,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0030,  0.0000, -0.2809
rms CN of NN Ni,          strain,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0001, -0.2809
     chemSROP12,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP12,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0030,  0.0000, -0.2809
rms CN of NN Ni,  inverse strain,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP12,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,       gCN-Ni-Ni,  0.2749,  0.2694,  0.0008,  0.0997, -0.3238,  0.0026,  0.1031, -0.3151
rms CN of NN Ni,       gCN-Ni-Ni,      chemSROP22,  0.2728,  0.2674,  0.0112,  0.0049, -0.3301,  0.0114,  0.0150, -0.3212
     chemSROP22,       gCN-Ni-Ni, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
rms CN of NN Ni,       gCN-Ni-Pt,      chemSROP22,  0.2707,  0.2647,  0.0095,  0.0000, -0.3607,  0.0097,  0.0044, -0.3542
     chemSROP22,       gCN-Ni-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,       gCN-Pt-Ni,  0.2594,  0.2536,  0.0031,  0.2207, -0.4765,  0.0051,  0.2201, -0.4684
rms CN of NN Ni,       gCN-Pt-Ni,      chemSROP22,  0.2628,  0.2568,  0.0152,  0.0270, -0.3930,  0.0153,  0.0372, -0.3859
     chemSROP22,       gCN-Pt-Ni, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
rms CN of NN Ni,       gCN-Pt-Pt,      chemSROP22,  0.2611,  0.2552,  0.0045,  0.0000, -0.4011,  0.0045,  0.0000, -0.3928
     chemSROP22,       gCN-Pt-Pt, rms CN of NN Ni,  0.2743,  0.2678,  0.0033,  0.0108, -0.3612,  0.0052,  0.0117, -0.3584
rms CN of NN Ni,      chemSROP22,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0012,  0.0532, -0.3373
rms CN of NN Ni,        gCN-Ni-X,      chemSROP22,  0.2702,  0.2644,  0.0060,  0.0040, -0.3567,  0.0062,  0.0148, -0.3497
     chemSROP22,        gCN-Ni-X, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
rms CN of NN Ni,        gCN-Pt-X,      chemSROP22,  0.2595,  0.2536,  0.0039,  0.0000, -0.4101,  0.0038,  0.0046, -0.4020
     chemSROP22,        gCN-Pt-X, rms CN of NN Ni,  0.2743,  0.2679,  0.0016,  0.0107, -0.3604,  0.0035,  0.0116, -0.3577
rms CN of NN Ni,      chemSROP22,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
rms CN of NN Ni,           CN-Pt,      chemSROP22,  0.2618,  0.2556,  0.0029,  0.0000, -0.4047,  0.0029,  0.0044, -0.3977
     chemSROP22,           CN-Pt, rms CN of NN Ni,  0.2743,  0.2679,  0.0009,  0.0107, -0.3600,  0.0024,  0.0116, -0.3574
rms CN of NN Ni,      chemSROP22,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0002,  1.0494, -1.3217
rms CN of NN Ni,  exp neg strain,      chemSROP22,  0.2734,  0.2670,  0.0115,  0.0000, -0.3646,  0.0123,  0.0032, -0.3611
     chemSROP22,  exp neg strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0012,  0.0115, -0.3560
rms CN of NN Ni,      chemSROP22,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
rms CN of NN Ni,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,      chemSROP22,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
rms CN of NN Ni,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Ni-Ni,       gCN-Ni-Pt,  0.2723,  0.2667,  0.0083,  0.0331, -0.3434,  0.0076,  0.0407, -0.3372
rms CN of NN Ni,       gCN-Ni-Pt,       gCN-Ni-Ni,  0.2707,  0.2647,  0.0092,  0.0066, -0.3606,  0.0096,  0.0022, -0.3539
      gCN-Ni-Ni,       gCN-Ni-Pt, rms CN of NN Ni,  0.2727,  0.2666,  0.0339,  0.0080, -0.3591,  0.0310,  0.0091, -0.3556
rms CN of NN Ni,       gCN-Ni-Ni,       gCN-Pt-Ni,  0.2584,  0.2528,  0.0047,  0.1980, -0.4738,  0.0047,  0.1968, -0.4647
rms CN of NN Ni,       gCN-Pt-Ni,       gCN-Ni-Ni,  0.2629,  0.2571,  0.0148,  0.0022, -0.3902,  0.0149,  0.0006, -0.3824
      gCN-Ni-Ni,       gCN-Pt-Ni, rms CN of NN Ni,  0.2688,  0.2629,  0.1026,  0.0045, -0.3576,  0.0995,  0.0056, -0.3544
rms CN of NN Ni,       gCN-Ni-Ni,       gCN-Pt-Pt,  0.1852,  0.1866,  0.0377,  0.1583, -1.1161,  0.0373,  0.1539, -1.0886
rms CN of NN Ni,       gCN-Pt-Pt,       gCN-Ni-Ni,  0.2592,  0.2533,  0.0043,  0.0626, -0.4149,  0.0042,  0.0624, -0.4063
      gCN-Ni-Ni,       gCN-Pt-Pt, rms CN of NN Ni,  0.2607,  0.2551,  0.0799,  0.0000, -0.3684,  0.0795,  0.0000, -0.3589
rms CN of NN Ni,       gCN-Ni-Ni,        gCN-Ni-X,  0.2727,  0.2673,  0.0090,  0.0122, -0.3349,  0.0074,  0.0212, -0.3292
rms CN of NN Ni,        gCN-Ni-X,       gCN-Ni-Ni,  0.2702,  0.2645,  0.0060,  0.0000, -0.3563,  0.0061,  0.0000, -0.3486
      gCN-Ni-Ni,        gCN-Ni-X, rms CN of NN Ni,  0.2729,  0.2668,  0.0149,  0.0086, -0.3590,  0.0136,  0.0097, -0.3556
rms CN of NN Ni,       gCN-Ni-Ni,        gCN-Pt-X,  0.1518,  0.1537,  0.0349,  0.1760, -1.3322,  0.0348,  0.1727, -1.3094
rms CN of NN Ni,        gCN-Pt-X,       gCN-Ni-Ni,  0.2586,  0.2527,  0.0036,  0.0444, -0.4174,  0.0036,  0.0440, -0.4088
      gCN-Ni-Ni,        gCN-Pt-X, rms CN of NN Ni,  0.2626,  0.2572,  0.0528,  0.0000, -0.3616,  0.0525,  0.0001, -0.3525
rms CN of NN Ni,       gCN-Ni-Ni,           CN-Pt,  0.1544,  0.1569,  0.0360,  0.1568, -1.4547,  0.0354,  0.1530, -1.4229
rms CN of NN Ni,           CN-Pt,       gCN-Ni-Ni,  0.2608,  0.2548,  0.0027,  0.0449, -0.4116,  0.0027,  0.0433, -0.4038
      gCN-Ni-Ni,           CN-Pt, rms CN of NN Ni,  0.2642,  0.2588,  0.0391,  0.0000, -0.3584,  0.0373,  0.0010, -0.3524
rms CN of NN Ni,       gCN-Ni-Ni,  exp neg strain,  0.2686,  0.2625,  0.0099,  0.8353, -1.1547,  0.0099,  0.9160, -1.2239
rms CN of NN Ni,  exp neg strain,       gCN-Ni-Ni,  0.2724,  0.2662,  0.0086,  0.0543, -0.3641,  0.0097,  0.0486, -0.3605
      gCN-Ni-Ni,  exp neg strain, rms CN of NN Ni,  0.2727,  0.2666,  0.0659,  0.0071, -0.3589,  0.0613,  0.0083, -0.3555
rms CN of NN Ni,       gCN-Ni-Ni,          strain,  0.2728,  0.2675,  0.0112,  0.0000, -0.3297,  0.0112,  0.0000, -0.3201
rms CN of NN Ni,          strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Ni-Ni,  inverse strain,  0.2728,  0.2675,  0.0112,  0.0000, -0.3297,  0.0112,  0.0000, -0.3201
rms CN of NN Ni,  inverse strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Ni-Pt,       gCN-Pt-Ni,  0.2581,  0.2522,  0.0042,  0.1904, -0.4819,  0.0044,  0.1867, -0.4731
rms CN of NN Ni,       gCN-Pt-Ni,       gCN-Ni-Pt,  0.2629,  0.2571,  0.0149,  0.0000, -0.3901,  0.0149,  0.0000, -0.3824
      gCN-Ni-Pt,       gCN-Pt-Ni, rms CN of NN Ni,  0.2658,  0.2602,  0.1026,  0.0000, -0.3668,  0.1024,  0.0000, -0.3589
rms CN of NN Ni,       gCN-Ni-Pt,       gCN-Pt-Pt,  0.1730,  0.1717,  0.0302,  0.1653, -1.2385,  0.0299,  0.1626, -1.2221
rms CN of NN Ni,       gCN-Pt-Pt,       gCN-Ni-Pt,  0.2611,  0.2552,  0.0045,  0.0013, -0.4015,  0.0045,  0.0034, -0.3938
      gCN-Ni-Pt,       gCN-Pt-Pt, rms CN of NN Ni,  0.2593,  0.2533,  0.0453,  0.0000, -0.4024,  0.0450,  0.0000, -0.3947
rms CN of NN Ni,       gCN-Ni-Pt,        gCN-Ni-X,  0.2707,  0.2647,  0.0095,  0.0000, -0.3607,  0.0097,  0.0000, -0.3540
rms CN of NN Ni,        gCN-Ni-X,       gCN-Ni-Pt,  0.2702,  0.2645,  0.0060,  0.0000, -0.3563,  0.0061,  0.0000, -0.3486
      gCN-Ni-Pt,        gCN-Ni-X, rms CN of NN Ni,  0.2725,  0.2664,  0.0157,  0.0070, -0.3594,  0.0148,  0.0081, -0.3560
rms CN of NN Ni,       gCN-Ni-Pt,        gCN-Pt-X,  0.1444,  0.1439,  0.0267,  0.1764, -1.4095,  0.0264,  0.1737, -1.3923
rms CN of NN Ni,        gCN-Pt-X,       gCN-Ni-Pt,  0.2595,  0.2536,  0.0039,  0.0000, -0.4101,  0.0038,  0.0000, -0.4017
      gCN-Ni-Pt,        gCN-Pt-X, rms CN of NN Ni,  0.2592,  0.2533,  0.0351,  0.0000, -0.4032,  0.0347,  0.0000, -0.3952
rms CN of NN Ni,       gCN-Ni-Pt,           CN-Pt,  0.1443,  0.1423,  0.0280,  0.1591, -1.5511,  0.0277,  0.1575, -1.5383
rms CN of NN Ni,           CN-Pt,       gCN-Ni-Pt,  0.2618,  0.2556,  0.0029,  0.0000, -0.4047,  0.0029,  0.0000, -0.3974
      gCN-Ni-Pt,           CN-Pt, rms CN of NN Ni,  0.2607,  0.2547,  0.0268,  0.0000, -0.4004,  0.0267,  0.0000, -0.3930
rms CN of NN Ni,       gCN-Ni-Pt,  exp neg strain,  0.2664,  0.2598,  0.0087,  0.8368, -1.1859,  0.0088,  0.9049, -1.2450
rms CN of NN Ni,  exp neg strain,       gCN-Ni-Pt,  0.2731,  0.2668,  0.0081,  0.0317, -0.3655,  0.0094,  0.0266, -0.3616
      gCN-Ni-Pt,  exp neg strain, rms CN of NN Ni,  0.2732,  0.2670,  0.0577,  0.0044, -0.3606,  0.0516,  0.0059, -0.3570
rms CN of NN Ni,       gCN-Ni-Pt,          strain,  0.2707,  0.2647,  0.0095,  0.0000, -0.3607,  0.0097,  0.0000, -0.3540
rms CN of NN Ni,          strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Ni-Pt,  inverse strain,  0.2707,  0.2647,  0.0095,  0.0000, -0.3607,  0.0097,  0.0000, -0.3540
rms CN of NN Ni,  inverse strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Pt-Ni,       gCN-Pt-Pt,  0.1836,  0.1831,  0.0296,  0.1345, -1.0773,  0.0290,  0.1306, -1.0528
rms CN of NN Ni,       gCN-Pt-Pt,       gCN-Pt-Ni,  0.2518,  0.2460,  0.0031,  0.1588, -0.5004,  0.0031,  0.1561, -0.4909
      gCN-Pt-Ni,       gCN-Pt-Pt, rms CN of NN Ni,  0.2291,  0.2251,  0.0730,  0.0039, -0.5681,  0.0704,  0.0045, -0.5576
rms CN of NN Ni,       gCN-Pt-Ni,        gCN-Ni-X,  0.2629,  0.2571,  0.0149,  0.0000, -0.3901,  0.0149,  0.0000, -0.3824
rms CN of NN Ni,        gCN-Ni-X,       gCN-Pt-Ni,  0.2580,  0.2522,  0.0027,  0.1887, -0.4789,  0.0028,  0.1860, -0.4699
      gCN-Pt-Ni,        gCN-Ni-X, rms CN of NN Ni,  0.2657,  0.2601,  0.0637,  0.0000, -0.3615,  0.0631,  0.0005, -0.3554
rms CN of NN Ni,       gCN-Pt-Ni,        gCN-Pt-X,  0.1801,  0.1793,  0.0217,  0.1322, -1.1256,  0.0213,  0.1289, -1.1026
rms CN of NN Ni,        gCN-Pt-X,       gCN-Pt-Ni,  0.2529,  0.2470,  0.0025,  0.1434, -0.4901,  0.0025,  0.1412, -0.4809
      gCN-Pt-Ni,        gCN-Pt-X, rms CN of NN Ni,  0.2355,  0.2316,  0.0511,  0.0021, -0.5284,  0.0486,  0.0030, -0.5179
rms CN of NN Ni,       gCN-Pt-Ni,           CN-Pt,  0.1829,  0.1807,  0.0222,  0.1161, -1.2069,  0.0220,  0.1141, -1.1896
rms CN of NN Ni,           CN-Pt,       gCN-Pt-Ni,  0.2542,  0.2481,  0.0018,  0.1528, -0.4902,  0.0018,  0.1493, -0.4815
      gCN-Pt-Ni,           CN-Pt, rms CN of NN Ni,  0.2375,  0.2332,  0.0414,  0.0015, -0.5294,  0.0396,  0.0024, -0.5198
rms CN of NN Ni,       gCN-Pt-Ni,  exp neg strain,  0.2593,  0.2528,  0.0140,  0.7607, -1.1393,  0.0139,  0.8384, -1.2072
rms CN of NN Ni,  exp neg strain,       gCN-Pt-Ni,  0.2595,  0.2536,  0.0016,  0.2099, -0.4776,  0.0027,  0.2022, -0.4702
      gCN-Pt-Ni,  exp neg strain, rms CN of NN Ni,  0.2575,  0.2519,  0.2264,  0.0000, -0.4806,  0.2191,  0.0009, -0.4725
rms CN of NN Ni,       gCN-Pt-Ni,          strain,  0.2629,  0.2571,  0.0149,  0.0000, -0.3901,  0.0149,  0.0000, -0.3824
rms CN of NN Ni,          strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
      gCN-Pt-Ni,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,       gCN-Pt-Ni,  inverse strain,  0.2629,  0.2571,  0.0149,  0.0000, -0.3901,  0.0149,  0.0000, -0.3824
rms CN of NN Ni,  inverse strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4651
